"SR- LS SCL"|"Yes"|"Yes"|"Stratified loamy sand to sandy clay loam"|"7928968"|"15147400"
"CL"|"No "|"No "|"Clay loam"|"8013346"|"15629504"
"VAR"|"No "|"Yes"|"Variable"|"8013347"|"15184990"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8013348"|"15333162"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8013348"|"15481334"
"GR-L"|"No "|"No "|"Gravelly loam"|"8013348"|"15629505"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8013349"|"15184991"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8013349"|"15333163"
"GR-L"|"No "|"No "|"Gravelly loam"|"8013349"|"15481335"
"C"|"No "|"Yes"|"Clay"|"8013350"|"15629506"
"SIC"|"No "|"No "|"Silty clay"|"8013351"|"15184992"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013351"|"15333164"
"C"|"No "|"No "|"Clay"|"8013351"|"15481336"
"GR-SIC"|"No "|"No "|"Gravelly silty clay"|"8013352"|"15184993"
"GR-C"|"No "|"No "|"Gravelly clay"|"8013352"|"15629507"
"SIL"|"No "|"No "|"Silt loam"|"8013353"|"15333165"
"CL"|"No "|"No "|"Clay loam"|"8013353"|"15481337"
"SICL"|"No "|"No "|"Silty clay loam"|"8013353"|"15629508"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8013354"|"15184994"
"GR-SIC"|"No "|"No "|"Gravelly silty clay"|"8013354"|"15333166"
"GR-C"|"No "|"No "|"Gravelly clay"|"8013354"|"15481338"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013355"|"15629509"
"SIL"|"No "|"No "|"Silt loam"|"8013356"|"15184995"
"SICL"|"No "|"No "|"Silty clay loam"|"8013356"|"15333167"
"CL"|"No "|"No "|"Clay loam"|"8013356"|"15481339"
"SIL"|"No "|"Yes"|"Silt loam"|"8013357"|"15629510"
"CL"|"No "|"Yes"|"Clay loam"|"8013358"|"15184996"
"SIL"|"No "|"No "|"Silt loam"|"8013359"|"15333168"
"SICL"|"No "|"No "|"Silty clay loam"|"8013359"|"15481340"
"CL"|"No "|"No "|"Clay loam"|"8013359"|"15629511"
"SIC"|"No "|"No "|"Silty clay"|"8013360"|"15184997"
"SICL"|"No "|"No "|"Silty clay loam"|"8013360"|"15333169"
"SIL"|"No "|"No "|"Silt loam"|"8013360"|"15481341"
"SICL"|"No "|"No "|"Silty clay loam"|"8013361"|"15184998"
"CL"|"No "|"No "|"Clay loam"|"8013361"|"15333170"
"SIL"|"No "|"No "|"Silt loam"|"8013361"|"15629512"
"L"|"No "|"Yes"|"Loam"|"8013362"|"15481342"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8013363"|"15629513"
"CL"|"No "|"No "|"Clay loam"|"8013364"|"15184999"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013364"|"15333171"
"L"|"No "|"No "|"Loam"|"8013364"|"15481343"
"L"|"No "|"Yes"|"Loam"|"8013365"|"15629514"
"CL"|"No "|"No "|"Clay loam"|"8013366"|"15185000"
"L"|"No "|"No "|"Loam"|"8013366"|"15333172"
"SICL"|"No "|"No "|"Silty clay loam"|"8013366"|"15481344"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013367"|"15629515"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8013368"|"15185001"
"GR-FSL"|"No "|"No "|"Gravelly fine sandy loam"|"8013368"|"15333173"
"CB-FSL"|"No "|"No "|"Cobbly fine sandy loam"|"8013368"|"15481345"
"CL"|"No "|"No "|"Clay loam"|"8013369"|"15185002"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013369"|"15629516"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013370"|"15333174"
"L"|"No "|"No "|"Loam"|"8013371"|"15185003"
"SICL"|"No "|"No "|"Silty clay loam"|"8013371"|"15481346"
"CL"|"No "|"No "|"Clay loam"|"8013371"|"15629517"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013372"|"15333175"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013373"|"15481347"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013374"|"15629518"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013375"|"15185004"
"L"|"No "|"No "|"Loam"|"8013375"|"15333176"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013375"|"15481348"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013376"|"15629519"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013377"|"15185005"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013378"|"15333177"
"L"|"No "|"Yes"|"Loam"|"8013379"|"15481349"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013380"|"15629520"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8013381"|"15185006"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013382"|"15333178"
"CL"|"No "|"No "|"Clay loam"|"8013383"|"15185007"
"L"|"No "|"No "|"Loam"|"8013383"|"15481350"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013383"|"15629521"
"C"|"No "|"No "|"Clay"|"8013384"|"15333179"
"CL"|"No "|"No "|"Clay loam"|"8013384"|"15481351"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013385"|"15185008"
"SL"|"No "|"No "|"Sandy loam"|"8013385"|"15333180"
"CL"|"No "|"No "|"Clay loam"|"8013385"|"15629522"
"CL"|"No "|"No "|"Clay loam"|"8013386"|"15185009"
"L"|"No "|"No "|"Loam"|"8013386"|"15481352"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013386"|"15629523"
"CL"|"No "|"No "|"Clay loam"|"8013387"|"15333181"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013387"|"15481353"
"SL"|"No "|"No "|"Sandy loam"|"8013387"|"15629524"
"C"|"No "|"No "|"Clay"|"8013388"|"15185010"
"CL"|"No "|"No "|"Clay loam"|"8013388"|"15333182"
"C"|"No "|"Yes"|"Clay"|"8013389"|"15481354"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013390"|"15185011"
"SL"|"No "|"No "|"Sandy loam"|"8013390"|"15333183"
"CL"|"No "|"No "|"Clay loam"|"8013390"|"15629525"
"C"|"No "|"No "|"Clay"|"8013391"|"15481355"
"CL"|"No "|"No "|"Clay loam"|"8013391"|"15629526"
"L"|"No "|"No "|"Loam"|"8013392"|"15185012"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013392"|"15333184"
"CL"|"No "|"No "|"Clay loam"|"8013392"|"15481356"
"GR-L"|"No "|"Yes"|"Gravelly loam"|"8013393"|"15629527"
"L"|"No "|"No "|"Loam"|"8013394"|"15185013"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013394"|"15333185"
"CL"|"No "|"No "|"Clay loam"|"8013394"|"15481357"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013395"|"15185014"
"CL"|"No "|"No "|"Clay loam"|"8013395"|"15333186"
"L"|"No "|"No "|"Loam"|"8013395"|"15629528"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8013396"|"15481358"
"CL"|"No "|"Yes"|"Clay loam"|"8013397"|"15629529"
"CL"|"No "|"No "|"Clay loam"|"8013398"|"15185015"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013398"|"15333187"
"L"|"No "|"No "|"Loam"|"8013399"|"15481359"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013399"|"15629530"
"SICL"|"No "|"No "|"Silty clay loam"|"8013400"|"15185016"
"CL"|"No "|"No "|"Clay loam"|"8013400"|"15333188"
"L"|"No "|"No "|"Loam"|"8013401"|"15481360"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013401"|"15629531"
"L"|"No "|"No "|"Loam"|"8013402"|"15185017"
"CL"|"No "|"No "|"Clay loam"|"8013402"|"15333189"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013402"|"15481361"
"CL"|"No "|"No "|"Clay loam"|"8013403"|"15185018"
"C"|"No "|"No "|"Clay"|"8013403"|"15629532"
"SC"|"No "|"No "|"Sandy clay"|"8013404"|"15333190"
"CL"|"No "|"No "|"Clay loam"|"8013404"|"15481362"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013404"|"15629533"
"CL"|"No "|"No "|"Clay loam"|"8013405"|"15185019"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013405"|"15333191"
"SL"|"No "|"No "|"Sandy loam"|"8013405"|"15481363"
"CL"|"No "|"No "|"Clay loam"|"8013406"|"15185020"
"C"|"No "|"No "|"Clay"|"8013406"|"15333192"
"SC"|"No "|"No "|"Sandy clay"|"8013406"|"15629534"
"SC"|"No "|"No "|"Sandy clay"|"8013407"|"15185021"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013407"|"15481364"
"SL"|"No "|"No "|"Sandy loam"|"8013407"|"15629535"
"SC"|"No "|"No "|"Sandy clay"|"8013408"|"15333193"
"C"|"No "|"No "|"Clay"|"8013408"|"15481365"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013408"|"15629536"
"LS"|"No "|"Yes"|"Loamy sand"|"8013409"|"15185022"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013410"|"15333194"
"SL"|"No "|"No "|"Sandy loam"|"8013410"|"15481366"
"SC"|"No "|"No "|"Sandy clay"|"8013410"|"15629537"
"LS"|"No "|"Yes"|"Loamy sand"|"8013411"|"15185023"
"S"|"No "|"No "|"Sand"|"8013412"|"15333195"
"FS"|"No "|"No "|"Fine sand"|"8013412"|"15481367"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013413"|"15185024"
"LS"|"No "|"No "|"Loamy sand"|"8013413"|"15333196"
"SL"|"No "|"No "|"Sandy loam"|"8013413"|"15629538"
"LS"|"No "|"No "|"Loamy sand"|"8013414"|"15185025"
"SL"|"No "|"No "|"Sandy loam"|"8013414"|"15481368"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013414"|"15629539"
"LS"|"No "|"Yes"|"Loamy sand"|"8013415"|"15333197"
"SL"|"No "|"Yes"|"Sandy loam"|"8013416"|"15481369"
"SICL"|"No "|"No "|"Silty clay loam"|"8013417"|"15185026"
"CL"|"No "|"No "|"Clay loam"|"8013417"|"15333198"
"SIL"|"No "|"No "|"Silt loam"|"8013417"|"15629540"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8013418"|"15481370"
"S"|"No "|"No "|"Sand"|"8013419"|"15185027"
"LS"|"No "|"No "|"Loamy sand"|"8013419"|"15629541"
"VAR"|"No "|"Yes"|"Variable"|"8013420"|"15333199"
"CL"|"No "|"No "|"Clay loam"|"8013421"|"15185028"
"SL"|"No "|"No "|"Sandy loam"|"8013421"|"15481371"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013421"|"15629542"
"VAR"|"No "|"Yes"|"Variable"|"8013422"|"15333200"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013423"|"15481372"
"SL"|"No "|"No "|"Sandy loam"|"8013423"|"15629543"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013424"|"15185029"
"SL"|"No "|"No "|"Sandy loam"|"8013424"|"15333201"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013424"|"15481373"
"SC"|"No "|"No "|"Sandy clay"|"8013425"|"15185030"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013425"|"15629544"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013426"|"15333202"
"SC"|"No "|"No "|"Sandy clay"|"8013426"|"15481374"
"L"|"No "|"No "|"Loam"|"8013427"|"15185031"
"SL"|"No "|"No "|"Sandy loam"|"8013427"|"15333203"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013427"|"15629545"
"SIL"|"No "|"No "|"Silt loam"|"8013428"|"15185032"
"SL"|"No "|"No "|"Sandy loam"|"8013428"|"15481375"
"L"|"No "|"No "|"Loam"|"8013428"|"15629546"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013429"|"15333204"
"SL"|"No "|"No "|"Sandy loam"|"8013429"|"15481376"
"LS"|"No "|"Yes"|"Loamy sand"|"8013430"|"15629547"
"LS"|"No "|"Yes"|"Loamy sand"|"8013431"|"15185033"
"LS"|"No "|"Yes"|"Loamy sand"|"8013432"|"15333205"
"LS"|"No "|"Yes"|"Loamy sand"|"8013433"|"15481377"
"SC"|"No "|"No "|"Sandy clay"|"8013434"|"15185034"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013434"|"15629548"
"SC"|"No "|"No "|"Sandy clay"|"8013435"|"15333206"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013435"|"15481378"
"LS"|"No "|"No "|"Loamy sand"|"8013436"|"15185035"
"LFS"|"No "|"No "|"Loamy fine sand"|"8013436"|"15333207"
"S"|"No "|"No "|"Sand"|"8013436"|"15629549"
"MUCK"|"No "|"Yes"|"Muck"|"8013437"|"15481379"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8013438"|"15629550"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013439"|"15185036"
"SL"|"No "|"No "|"Sandy loam"|"8013439"|"15333208"
"SC"|"No "|"No "|"Sandy clay"|"8013439"|"15481380"
"SL"|"No "|"Yes"|"Sandy loam"|"8013440"|"15629551"
"LS"|"No "|"Yes"|"Loamy sand"|"8013441"|"15185037"
"CL"|"No "|"No "|"Clay loam"|"8013442"|"15333209"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013442"|"15481381"
"L"|"No "|"No "|"Loam"|"8013442"|"15629552"
"L"|"No "|"No "|"Loam"|"8013443"|"15185038"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013443"|"15333210"
"CL"|"No "|"No "|"Clay loam"|"8013443"|"15481382"
"GR-SCL"|"No "|"No "|"Gravelly sandy clay loam"|"8013444"|"15185039"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013444"|"15629553"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013445"|"15333211"
"SL"|"No "|"No "|"Sandy loam"|"8013445"|"15481383"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013445"|"15629554"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013446"|"15185040"
"SL"|"No "|"No "|"Sandy loam"|"8013446"|"15333212"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013446"|"15481384"
"VAR"|"No "|"Yes"|"Variable"|"8013447"|"15629555"
"LS"|"No "|"Yes"|"Loamy sand"|"8013448"|"15185041"
"S"|"No "|"No "|"Sand"|"8013449"|"15333213"
"LS"|"No "|"No "|"Loamy sand"|"8013449"|"15481385"
"LFS"|"No "|"No "|"Loamy fine sand"|"8013449"|"15629556"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013450"|"15185042"
"SL"|"No "|"No "|"Sandy loam"|"8013450"|"15333214"
"SL"|"No "|"No "|"Sandy loam"|"8013451"|"15481386"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013451"|"15629557"
"SL"|"No "|"No "|"Sandy loam"|"8013452"|"15185043"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013452"|"15333215"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013453"|"15481387"
"GR-SCL"|"No "|"No "|"Gravelly sandy clay loam"|"8013453"|"15629558"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013454"|"15185044"
"SL"|"No "|"No "|"Sandy loam"|"8013454"|"15333216"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013454"|"15481388"
"SR- S LS"|"Yes"|"Yes"|"Stratified sand to loamy sand"|"8013455"|"15629559"
"SC"|"No "|"No "|"Sandy clay"|"8013456"|"15185045"
"C"|"No "|"No "|"Clay"|"8013456"|"15333217"
"SL"|"No "|"Yes"|"Sandy loam"|"8013457"|"15481389"
"SL"|"No "|"No "|"Sandy loam"|"8013458"|"15185046"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013458"|"15333218"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013458"|"15629560"
"LS"|"No "|"Yes"|"Loamy sand"|"8013459"|"15481390"
"SC"|"No "|"No "|"Sandy clay"|"8013460"|"15185047"
"CL"|"No "|"No "|"Clay loam"|"8013460"|"15333219"
"C"|"No "|"No "|"Clay"|"8013460"|"15629561"
"C"|"No "|"No "|"Clay"|"8013461"|"15481391"
"SC"|"No "|"No "|"Sandy clay"|"8013461"|"15629562"
"S"|"No "|"Yes"|"Sand"|"8013462"|"15185048"
"SL"|"No "|"No "|"Sandy loam"|"8013463"|"15333220"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013463"|"15481392"
"SL"|"No "|"Yes"|"Sandy loam"|"8013464"|"15629563"
"LS"|"No "|"Yes"|"Loamy sand"|"8013465"|"15185049"
"SL"|"No "|"No "|"Sandy loam"|"8013466"|"15333221"
"LS"|"No "|"No "|"Loamy sand"|"8013466"|"15481393"
"LCOS"|"No "|"No "|"Loamy coarse sand"|"8013466"|"15629564"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013467"|"15185050"
"SL"|"No "|"No "|"Sandy loam"|"8013467"|"15333222"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013467"|"15481394"
"FS"|"No "|"Yes"|"Fine sand"|"8013468"|"15629565"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013469"|"15185051"
"SL"|"No "|"No "|"Sandy loam"|"8013469"|"15333223"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013469"|"15481395"
"VAR"|"No "|"Yes"|"Variable"|"8013470"|"15629566"
"LS"|"No "|"Yes"|"Loamy sand"|"8013471"|"15185052"
"SL"|"No "|"No "|"Sandy loam"|"8013472"|"15333224"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013472"|"15481396"
"C"|"No "|"No "|"Clay"|"8013473"|"15185053"
"CL"|"No "|"No "|"Clay loam"|"8013473"|"15333225"
"SC"|"No "|"No "|"Sandy clay"|"8013473"|"15629567"
"VAR"|"No "|"Yes"|"Variable"|"8013474"|"15481397"
"FS"|"No "|"Yes"|"Fine sand"|"8013475"|"15629568"
"S"|"No "|"No "|"Sand"|"8013476"|"15185054"
"FS"|"No "|"No "|"Fine sand"|"8013476"|"15333226"
"SL"|"No "|"No "|"Sandy loam"|"8013477"|"15481398"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013477"|"15629569"
"SL"|"No "|"No "|"Sandy loam"|"8013478"|"15185055"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013478"|"15333227"
"S"|"No "|"No "|"Sand"|"8013479"|"15481399"
"FS"|"No "|"No "|"Fine sand"|"8013479"|"15629570"
"S"|"No "|"No "|"Sand"|"8013480"|"15185056"
"LS"|"No "|"No "|"Loamy sand"|"8013480"|"15333228"
"LFS"|"No "|"No "|"Loamy fine sand"|"8013480"|"15481400"
"VAR"|"No "|"Yes"|"Variable"|"8013481"|"15629571"
"SR- S LS"|"Yes"|"Yes"|"Stratified sand to loamy sand"|"8013482"|"15185057"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013483"|"15333229"
"SC"|"No "|"No "|"Sandy clay"|"8013483"|"15481401"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013484"|"15185058"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013484"|"15333230"
"SL"|"No "|"No "|"Sandy loam"|"8013484"|"15629572"
"LS"|"No "|"No "|"Loamy sand"|"8013485"|"15185059"
"S"|"No "|"No "|"Sand"|"8013485"|"15481402"
"FS"|"No "|"No "|"Fine sand"|"8013485"|"15629573"
"MUCK"|"No "|"Yes"|"Muck"|"8013486"|"15333231"
"VAR"|"No "|"Yes"|"Variable"|"8013487"|"15481403"
"L"|"No "|"No "|"Loam"|"8013488"|"15185060"
"SIL"|"No "|"No "|"Silt loam"|"8013488"|"15333232"
"SL"|"No "|"No "|"Sandy loam"|"8013488"|"15629574"
"SL"|"No "|"Yes"|"Sandy loam"|"8013489"|"15481404"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013490"|"15185061"
"SL"|"No "|"No "|"Sandy loam"|"8013490"|"15629575"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013491"|"15333233"
"GR-SCL"|"No "|"No "|"Gravelly sandy clay loam"|"8013491"|"15481405"
"FS"|"No "|"No "|"Fine sand"|"8013492"|"15185062"
"S"|"No "|"No "|"Sand"|"8013492"|"15629576"
"SL"|"No "|"Yes"|"Sandy loam"|"8013493"|"15333234"
"SL"|"No "|"Yes"|"Sandy loam"|"8013494"|"15481406"
"L"|"No "|"No "|"Loam"|"8013495"|"15185063"
"SL"|"No "|"No "|"Sandy loam"|"8013495"|"15333235"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013495"|"15629577"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013496"|"15481407"
"CL"|"No "|"No "|"Clay loam"|"8013496"|"15629578"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013497"|"15185064"
"SL"|"No "|"No "|"Sandy loam"|"8013497"|"15333236"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8013498"|"15185065"
"GR-L"|"No "|"No "|"Gravelly loam"|"8013498"|"15481408"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8013498"|"15629579"
"L"|"No "|"No "|"Loam"|"8013499"|"15333237"
"CL"|"No "|"No "|"Clay loam"|"8013499"|"15481409"
"S"|"No "|"No "|"Sand"|"8013500"|"15185066"
"FS"|"No "|"No "|"Fine sand"|"8013500"|"15629580"
"FSL"|"No "|"No "|"Fine sandy loam"|"8013501"|"15333238"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013501"|"15481410"
"FS"|"No "|"No "|"Fine sand"|"8013502"|"15185067"
"LS"|"No "|"No "|"Loamy sand"|"8013502"|"15333239"
"S"|"No "|"No "|"Sand"|"8013502"|"15629581"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8013503"|"15185068"
"GR-L"|"No "|"No "|"Gravelly loam"|"8013503"|"15481411"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8013503"|"15629582"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013504"|"15333240"
"CL"|"No "|"No "|"Clay loam"|"8013504"|"15481412"
"C"|"No "|"No "|"Clay"|"8013505"|"15185069"
"CL"|"No "|"No "|"Clay loam"|"8013505"|"15629583"
"CB-CL"|"No "|"No "|"Cobbly clay loam"|"8013506"|"15333241"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8013506"|"15481413"
"CB-SCL"|"No "|"No "|"Cobbly sandy clay loam"|"8013506"|"15629584"
"SL"|"No "|"No "|"Sandy loam"|"8013507"|"15185070"
"L"|"No "|"No "|"Loam"|"8013507"|"15333242"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013507"|"15481414"
"CL"|"No "|"No "|"Clay loam"|"8013508"|"15185071"
"C"|"No "|"No "|"Clay"|"8013508"|"15629585"
"CL"|"No "|"No "|"Clay loam"|"8013509"|"15333243"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013509"|"15481415"
"SL"|"No "|"No "|"Sandy loam"|"8013509"|"15629586"
"C"|"No "|"No "|"Clay"|"8013510"|"15185072"
"CL"|"No "|"No "|"Clay loam"|"8013510"|"15333244"
"SL"|"No "|"Yes"|"Sandy loam"|"8013511"|"15481416"
"CL"|"No "|"No "|"Clay loam"|"8013512"|"15185073"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013512"|"15629587"
"SC"|"No "|"No "|"Sandy clay"|"8013513"|"15333245"
"CL"|"No "|"No "|"Clay loam"|"8013513"|"15481417"
"C"|"No "|"No "|"Clay"|"8013513"|"15629588"
"C"|"No "|"No "|"Clay"|"8013514"|"15185074"
"CL"|"No "|"No "|"Clay loam"|"8013514"|"15333246"
"SC"|"No "|"No "|"Sandy clay"|"8013514"|"15481418"
"SL"|"No "|"No "|"Sandy loam"|"8013515"|"15185075"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013515"|"15629589"
"SL"|"No "|"Yes"|"Sandy loam"|"8013516"|"15333247"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013517"|"15481419"
"SL"|"No "|"No "|"Sandy loam"|"8013517"|"15629590"
"COSL"|"No "|"No "|"Coarse sandy loam"|"8013518"|"15185076"
"SL"|"No "|"No "|"Sandy loam"|"8013518"|"15333248"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013518"|"15481420"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013519"|"15185077"
"LS"|"No "|"No "|"Loamy sand"|"8013519"|"15333249"
"SL"|"No "|"No "|"Sandy loam"|"8013519"|"15629591"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013520"|"15481421"
"SL"|"No "|"No "|"Sandy loam"|"8013520"|"15629592"
"SL"|"No "|"No "|"Sandy loam"|"8013521"|"15185078"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013521"|"15333250"
"LS"|"No "|"No "|"Loamy sand"|"8013521"|"15481422"
"CL"|"No "|"No "|"Clay loam"|"8013522"|"15185079"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013522"|"15629593"
"SL"|"No "|"Yes"|"Sandy loam"|"8013523"|"15333251"
"SC"|"No "|"No "|"Sandy clay"|"8013524"|"15481423"
"SCL"|"No "|"No "|"Sandy clay loam"|"8013524"|"15629594"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8018633"|"15187249"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8018634"|"15335421"
"FSL"|"No "|"No "|"Fine sandy loam"|"8018637"|"15187251"
"L"|"No "|"No "|"Loam"|"8018637"|"15483594"
"SL"|"No "|"No "|"Sandy loam"|"8018637"|"15631765"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8018638"|"15335423"
"SCL"|"No "|"No "|"Sandy clay loam"|"8018639"|"15187252"
"SL"|"No "|"No "|"Sandy loam"|"8018639"|"15483595"
"L"|"No "|"No "|"Loam"|"8018639"|"15631766"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8018640"|"15335424"
"GR-FSL"|"No "|"No "|"Gravelly fine sandy loam"|"8018640"|"15483596"
"CB-FSL"|"No "|"No "|"Cobbly fine sandy loam"|"8018640"|"15631767"
"L"|"No "|"Yes"|"Loam"|"8018641"|"15187253"
"CL"|"No "|"No "|"Clay loam"|"8018642"|"15335425"
"L"|"No "|"No "|"Loam"|"8018642"|"15483597"
"SCL"|"No "|"No "|"Sandy clay loam"|"8018642"|"15631768"
"L"|"No "|"No "|"Loam"|"8018651"|"15187259"
"CN-L"|"No "|"No "|"Channery loam"|"8018651"|"15483602"
"CN-FSL"|"No "|"No "|"Channery fine sandy loam"|"8018651"|"15631773"
"L"|"No "|"No "|"Loam"|"8025858"|"15338706"
"SCL"|"No "|"No "|"Sandy clay loam"|"8025858"|"15486878"
"CL"|"No "|"No "|"Clay loam"|"8025858"|"15635049"
"LS"|"No "|"No "|"Loamy sand"|"8025859"|"15190535"
"S"|"No "|"No "|"Sand"|"8025859"|"15338707"
"SL"|"No "|"No "|"Sandy loam"|"8025859"|"15486879"
"SICL"|"No "|"No "|"Silty clay loam"|"8025938"|"15190570"
"VFSL"|"No "|"No "|"Very fine sandy loam"|"8025938"|"15338742"
"SIL"|"No "|"No "|"Silt loam"|"8025938"|"15635084"
"C"|"No "|"No "|"Clay"|"8028619"|"15339932"
"SIC"|"No "|"No "|"Silty clay"|"8028619"|"15488104"
"SIL"|"No "|"No "|"Silt loam"|"8028620"|"15191761"
"SIC"|"No "|"No "|"Silty clay"|"8028620"|"15339933"
"SICL"|"No "|"No "|"Silty clay loam"|"8028620"|"15636275"
"C"|"No "|"No "|"Clay"|"8028621"|"15488105"
"SIC"|"No "|"No "|"Silty clay"|"8028621"|"15636276"
"GRV-SIC"|"No "|"No "|"Very gravelly silty clay"|"8028622"|"15191762"
